texts,toxicity
"cháu học lớp 1 3 tuần . nhắn kêu than cháu viết chậm , đọc chậm . học 3 tuần đòi đọc trơn trơn_tru câu không đánh_vần . viết thẳng , đẹp , nghiêng vẹo , viết chữ hoa uốn_éo cơ . ngây_thơ chuyên_gia giáo_dục , không cháu đi học trước , cháu lớp_học "" tinh_thần "" lớp 1 . kết hối không kịp , cháu đánh_vật sách mẹ , khổ . kêu cô , bảo chương_trình cải thế , khổ . đành ngửa mặt kêu giời bây_giờ .",1
cám_ơn who,0
"đổi việt_nam liên_tục tăng , bớt chuyên_gia ngoài , ưu_tiên đội_ngũ lao_động kỹ_thuật nước .",0
mặchị dù là fan xe nhật phải công nhận seltos quá đẹp . dự là nó sẽ làm mưa làm gió ở thị trườngười việt nam .,0
xe 4 chỗ màu đen chờ đèn_đỏ trí chạy không toi . xe camera làn rùi xe_bồn cố_tình không mấy,0
loài cua xếp gớm,0
juve 1bà xã haiquá biệt,0
"thương quá.nhưng mẹ hy_sinh tiêm ngừa phát_hiện kịp_thời tiêm , dõi 30 phút sở đủ.đấy kinh_nghiệm thân tôi .",0
thể_dục ság giãn gân giãn cốt xd,0
"xót_xa . phụ_huynh bé , cầm mắt đọc này . chia buồn .",0
"chứ , 1 đường đỉnh nằm tam_giác 2 đường canh nằm tam_giác , 3 đường giới_hạn s tam_giác vô_hạn bình",0
xử_lý triệt hành_vi chăn_dắt trẻ,0
cảm_ơn sống bình_yên nhân_dân .,0
"đời không học chữ ngờ . bất mau giàu , mau tù .",0
"đau quá , cầu_mong linh_hồn 2 an_nghỉ , cầu_mong hồi_phục nạn này ,",0
đường chẳn lẻ đường hơn.ví dụ : đường nhánh đường cmt8 1 1000 . đường nhánh 1 đường nhánh 998 bao tới .,0
vị tôm_hùm không ? tôm bình hơn ?,0
giao_hữu lã bàn thắng xuất_phát mecxit sao ?,0
không thành hit được .,0
"giới ca bệnh , cửa chuyến bay qtế nỗi",0
thốn thiệt,0
không đường chuyền messi alba alba chuyền g7 barca thắng nha công đầu si : ' ) : ' ),0
tot xem ! cheers !,0
khăn bủa huawei,0
than tre lợi_ích ? hại ? quan_chức năng kiến_an toàn thực_phẩm không ?,0
"chán ghê , biển hét "" sao dám mặc bikini ? "" thời_đại",0
"xử_lý luật , hai công_ty chủ_động chi toàn chi_phí chữa_trị trúng_độc pate_minh_chay . chờ pháp_luật xử_lý",0
đẹp_trai quá - ceo facebook,0
"sợ gian kín , chật_hẹp . em nằm tận 83 tiếng cực_kì lĩnh gan_dạ .",0
"tội_ars , liv , đụng tiếp mc",0
"vợ đẹp , ngoan , xinh_đẹp , tài_giỏi . gia_đình đồng hỗ_trợ vận_động tranh_cử , trump tái đắc_cử hiển_nhiên .",0
giấy phạt gửi địa giấy đăng_kiểm nhé . giấy nộp phạt .,0
"đoạn kết : "" cảnh_sát ban_đầu tưởng nghiêm_trọng , cười "" ,",0
"thời hai đi học cắn oét bụng chỗ rốn chảy_máu , thâm tím hai trời lành sẹo , chọc mắt may không mù luôn . m bao dạy đánh_bạn , cắn bạn , bảo đánh đánh lại , đánh không mách giáo không bao được chủ_động đánh cắn bạn . không bé hiền nhút_nhát không đi học chuyên_gia bắt_nạt , toàn đánh , ngoái học trg kia bảo_mẫu cắn thâm tím bầm máu mấy đầu bé m không con . may_trường",0
cư gia_đình tân_phú chờ mòn_mỏi 7 được sổ hồng,0
"mua đọc hơp đồng , chì nhân_viên hót tiền mua , khăn huỷ rút_tiền trắng",0
"vật_giá thật , tiện_nghi nhiều , đường xá thuận_tiện di chi_phí hoa_hồng phân_phối nhất , mua sản_phẩm kỵ !",0
"y tác_giả . tài_sản hàng online 5 nuôi 2 đứa phụ_gia_đình tiền tác_giả , trích 2ty250 mua 1 lô đất ngoại_ô tdm bình_dương 100m thổ_cư , 750tr tài_khoản phòng_thân mua không được . còn đất cọc dự mua xong 2 đo giá thị_trường hợp_lí gửi tiết_kiệm hiện mua lướt_sóng tình_hình hơi .",0
việt_nam dịch_bệnh covid-19 tái_phát dịch giới giá nới lỏng phòng_chống dịch ?,0
giỏi đấy nhiên xong elon_musk nhỉ .,0
sinh đời bố_mẹ bất_hạnh . 4 đứa sống không .,0
"năng_lực xưa rồi . đại_học xưa , điểm .",0
"rủi_ro . cá_nhân đánh_giá minh_chay xử_lý khủng_hoảng - văn_minh trách_nhiệm . thương_hiệu này . nhu_cầu sản_phẩm bạn , định ủng_hộ .",0
"mấy tuần lộn_xộn tạm ổn , điều mừng hàng thủ thủng lưới . alba kiến fati lập_công trận dâng chắn cánh trái . coutinho tạm ổn , giezmann xưa , chưa sắc_bén , messi tuyệt_vời xưa . cố_barca !",0
"bánh_trung_thu truyền_thống hơn , ngon uống trà . đặc_biệt cắt 4 cắt 5 chia_sẻ ấm_áp nghĩa sẻ chia gia_đình : )",0
"khu_vực xung_quanh biển caspian bề dày lịch_sử , kiến_trúc cổ , di_sản văn_hoá quý_giá nhân_loại , ... lắm phức_tạp vấn_đề sắc_tộc , lãnh_thổ thời cận hiện_đại . quan_tâm nhất , dân_thường .",0
haha . hôm kẹt . may kéo nhẹ rút . đau trời .,0
"tâm_linh vấn_đề nhạy_cảm , hy_vọng kinh_nghiệm tất !",0
_thống kế nốt 7 kiếm bao tiền ....,0
thể nổi án,1
"thể mắc covid 19 , trump . hoảng_loạn thái vậy , hy_vọng covid dập .",0
cầu_mong bình_an !,0
xe hàn khen á .,0
ghê,0
công_ty trách_nhiệm sản_phẩm ảnh_hưởng xấu sức_khoẻ tiêu_dùng . nguy_hiểm !,0
"em đi i10 2020 cảm gian giá rộng , đưa_đón đi hành_trình đi suôn_sẻ động thể , ủng_hộ hyundai",0
lựa mua 1 2 đời 2015 2016 dư 200 tr nuôi học thoả_mãn . khăn quá .,0
"anh vĩ_đại thống_kê lật ghế , giận_hờn , đi vuốt râu ....",1
bayen nhắc m10 rùm_beng 8 = ) ),0
10 công_nghệ thay_đổi xử_lý pin năng mặt_trời,0
bảo bảo mua fadil thử ạ ? lý mấy lọt top xe chạy nhất . ủng_hộ hàng việt mù_quáng fadil : d,0
"bong_bóng thôi , chi_phí nhân_công 50% 5 trở đây.cách 5 1 phố diện_tích đất 40m2 , 1 1 lầu gò_vấp 1 tỉ 5 2 tỉ tuỳ vị_trí . 4 tỉ , chủ đầu_tư giá cư thôi . tội dân_nghèo , mơ_ước ước_mơ !",0
"xe đâm đụng , ngập nước , chạy dịch_vụ bao giá đâu .",0
già lẩm_cẩm đắc_cử mỹ tiếp_tục suy_tàn . fan trung_quốc mừng lắm,0
án nhẹ đem đời 2 bé gái huỷ_hoại .,1
chân trọng kiến_thức uyên y_học ngành y_tế việt_nam . chúc đồng_nghiệp chân_cứng_đá_mềm .,0
"rap_việt chẳng lạ khán_giả nhàm_chán chương_trình cũ trở thu_hút , mùa đầu_tiên mùa thu_hút nhân_tài nhất , hầu tất rapper trẻ tiếng_tăm nổi_tiếng youtube hội_tụ mùa hai chương_trình hot hiện nhạc rap . dự_đoán mùa hai phận sing my song biến mùa xem .",1
messi sô lô 11 đối_mặt thủ_môn đội 11m .,0
"đi attrage2015 cvt , ta bảo máy 1.2 yếu thuật_toán hộp bù lái ổn . chở gia_đình đông đi đồi_núi rừng quốc_gia chẳng vấn_đề gì . nội_thất rộng vios , bền chả thua vios , cốp bé , hoà mát sâu , tiết_kiệm xăng cực lái nhẹ_nhàng . đi hn-vinh chở 4.2 l . dán lớp su non quanh xe_hàng bảo đi đầm , chống ồn camry . attrage 2020 cvt xe đi "" óp sần "" , mua .",0
"môn thể_thao quốc chẳng thê_thảm , hiếm môn quốc coi sở_trường mạnh . toàn tham_dự có !",1
sử_dụng ved đi,0
"câu "" bình_cũ_rượu_mới "" , thay_đổi quảng_bá hình_ảnh . thay_đổi tư tiếp_cận hàng sản_phẩm thay hàng mãi sản_phẩm có . yếu_tố then_chốt chiến_lược hành_động .",0
bầu_trời ký_ức,0
"thế , mỹ joe_biden nắm quyền mỹ trở_lại !",0
"sứchị mạnh ghê gớm , chỉ là cái đuôi mà quất một phát , mồi hải cẩu bay hàngười chụchị mét .",0
"minh_cường_hoài_lâm ! 101 nghìn chán ! mong hoài_lâm trở đẹp_trai , thương , phong_độ hát ! ! !",0
"kính chúc tt. trump mau bình_phục , đắc_cử nhiệm_kỳ 2 .",0
"loài cá_sấu sinh_sống đất ngập xuyên chồng_lấn khu_vực định_cư . cá_sấu di_di chậm bờ đất , thể lao ngắn chóng . móng_vuốt chân_bàn_chân sau .",0
hâm_mộ tài_năng lẫn đạo_đức nghề_nghiệp anh !,0
đánh_bắt cá tôi .,0
"người ta nướchị cũ dền , tôi uốngười , bây giờ đọchị báo may_mắn !",0
thân rồi .,0
"sao ? học_phí , chi_phí thời_gian 125 người , trách_nhiệm ?",0
mô phật . cầu cháu siêu_thoát . chia buồn gia_đình .,0
sống nc thể bữa kfc bữa trưa bữa tối rẻ hợp túi_tiền no bụng . việt nam tui không mấy quán lần . đồ việt nam ngon . = ) ),0
ca thốn đau .,0
"giỏi quá , học ngoại_ngữ thể_thao , âm_nhạc , học bé , học vào .",0
thù đồng,0
tách huế trở bắc bến_xe,0
chứ ... trông lạ_mắt đấy ... bẩn sạch chả,0
"cửa_hàng ( quốc_tế ) ta ẩn nguy tái_phát cao . sống dịch giải_pháp giới dịu im . ta quán_triệt : đeo khẩu_trang , rửa dung_dịch sát_khuẩn , hạn_chế tụ_tập việt_nam an_toàn thôi .",0
"thi chứng hành_nghề thi gì ? . nếu thi học_vấn , kiến_thức vô kì thi trường , bệnh viện.còn thi kinh_nghiệm trị bác sĩ trường kinh_nghiệm thi.vậy trường bệnh_viện trách_nhiệm thu_nạp đào tiếp kinh_nghiệm thi chứng hành_nghề được.nếu không thu_nạp bác sĩ trường không kiện kì thi",0
tập thể_thao bớt học xíu đăng nhé . 17 học căng vậy .,0
"khám_phá gian mỹ_1 , cường_quốc vũ_trụ 2 trung_quốc hàng trăm_năm .",0
đọc này .,0
cháu ngoan,0
"phối nhạc quá , ấm_áp - chứa_chan tình_cảm . cảm_ơn nghệ_sĩ hoài_linh_nhạc_sĩ hà_chương 1 tác_phẩm tình người .",0
hy_vọng 476 hũ thân .,0
vô quảng_trị quê : ( ( ( ( ( ( (,0
kẹt xe trách_nhiệm ? !,0
ars 1 đội bóng mẽ .,0
"tàn_phá rừng_phòng_hộ hậu thôi , đừng đổ biến_đổi khí_hậu ?",0
trí_tuệ ta chấm cầu_thủ dựa bàn thắng .,0
may_si lùn coutinho_griezmann gánh anti,0
hoạt_động bình nhỉ ? ? ?,0
mua bảo_hiểm lãi mua nhé !,0
"fadil i10 . người hàn tập_trung mua xe mặc du xe hàn kém xe nhật , đức , châu_auu ? ? ? mua fadil i10 đừng sợ mua 3 rôi chạy tốt ...",0
bão mấy gãy 200 cột điện ?,0
"tình_tiết nặng : chất côn_đồ , thực_hiện hành_vi cùng , phạm_tội tổ_chức , hình_thức băng_nhóm , giết người , ( 1 chết , 2 chết dự_tính ) . đề_nghị kịch khung băng này !",0
trông yêu,0
jollibee chất nhất .,0
chất bmw rồi .,1
"tội_nghiệp em , ẻm kia chạy dép thương .",0
"thành_quả , công_sức mấy chục triệu y_sỹ , lực chống dịch tuyến đầu , đoàn_kết đại_dịch việt nam không sợ nhé .",0
cảm_ơn chiến_sỹ công_an . trấn_áp bọn tội_phạm ma_tuý,0
bây trách_nhiệm ai ? truy_cứu trách_nhiệm đơn_vị sản_xuất đảm_bảo vệ_sinh attp đơn_vị phép lưu_thông hàng_hoá thị_trường .,1
"trẻ già chăm_sóc bảo_vệ , nhẫn_tâm vậy .",1
,0
danh_hiệu nè,0
chấn_thương chuyên_nghiệp,0
"dừng đi ! ngày , cháu ta tổn_thương to hành_động diệt_chủng sinh_vật , hệ_sinh_thái hệ làm .",0
trai út đẹp quá !,0
"công_nhân giây 6 thương thân_thiện , y công_nhân việt_nam .",0
chiều_xuân ( hoàng_hôn mùa xuân ) chụp hình bình_minh mùa xuân . nghĩa quá !,0
14 vết cắn ... thực lỗi trường . trẻ đi học đánh bình không chấp được . 27 trẻ độ kham nổi ? ? ? nói trẻ ngang_tàng trách mẹ dạy_dỗ cẩn_thận . cắn kinh_khủng vậy ! !,1
hình_phạt roi quất mông chứ . lưng nổi .,0
nhiệm_kỳ trump hoàn_hảo tổng_thống mỹ !,0
củng tập,0
"tik_tok khôn_ngoan oracle partnership thay "" sell-out "" . oracle công_ty khai_thác liệu tik_tok hợp_tác với oracle giúp thông hàng thuật_toán for you không bán .",0
"tội_nghiệp nạn_nhân liên_quan vướng vụ truy_sát . "" tai_bay_vạ_gió "" , mừng bọn côn_đồ giết tận bắt .",1
560 km/h tương_ứng siêu bão cuồng_phong huỷ_diệt mô_hình mô thể_hình dung độ tàn_phá ! 1 chi_tiết phá 1 hòn đảo,0
cướp_giật thành_công 6 vụ sa lưới à ?,0
đọc truyện kinh_dị rẻ_tiền vậy .,1
dã_tràng se cát bloomberg .,0
"thánh toy doanh khè thiên_hạ chi vậy ? thánh giả khờ khờ thiệt vậy ? đại đa dân tiền , tiền toy kinh_tế . giàu chắn hàng hạnh ( bmw , mer , audi , rr , ... ) . xe hãng phân khúc hàng_họ . lo thay gì ?",1
cảm_ơn thầy .,0
"ngán_ngẩm ghê_gớm ! . tức , nhói tim ! ! ...",1
"khởi_đầu tốt , hi_vọng tiến tương_lai .",0
"tình_cờ đọc này , ơn dunlop xe_đạp hai bánh êm_ả ri .",0
mãi_mãi 1 tình_yêu . ca_khúc đan_trường hát tất cảm_xúc . chúc an_lành .,0
"ngoặc_đơn . thủ_tục , giấy_tờ liên_quan sửa đúng . đổi lun bao_nhiêu đổi phiền_hà , lãng_phí , đặc_biệt đổi .",0
"trẻ học 1 thành_thạo đọc , viết , cộng trừ nhân chia thành_công rồi . siêu sống đâu , lớp 1 dạy trẻ yêu chữ được , học nhiều.sao kiến_thức nhẹ kỹ_năng sống , kỹ_năng sinh_tồn quan_trọng nhiều.rồi trường_đời kiến_thức giúp chủ_yếu kỹ_năng , ý_chí dựng nghiệp",1
âm dương biệt rồi . buồn cặp đôi ( thở trời_đất ngắm mây ),0
"airbus-boeing , cặp đôi sinh cạnh_tranh phân khúc máy_bay , hàng lợi cạnh_tranh",0
vũ_trụ bí_ẩn quá . đọc thiên_văn đầu_óc cuồng . mù_mịt,0
muộn mỹ thôi !,0
khủng_khiếp !,0
"vâng , suốt , mong ngài thắng_cử_thể dõi ngài đủ .",0
"binz rap lắm cảm_giác nhạc binz , rap đen vâu .",0
"cháu học lớp 6 .... cãi_vã lớp nhào vô đánh cháu gãy bầm mặt . mẹ bênh_vực nít cãi bình_thường . huống_chi bé 2 tuổi . hành_động xấu_xí , tồi vô_học thức quyền giáo_dục mình .",1
bệnh vậy ?,0
"kiếm dư hai trăm tải nhật đi , ngon , đa_dụng , hiệu_quả , bền , kinh_tế cao , tuyệt_đối xe congnong hàn . thân !",0
xót_ruột mong bình_yên vững chải bão,0
việt_nam luật cấm độ xe . mấy choai đi độ kéo đua nguy_hiểm .,0
việt_nam sạch ncov rồi . mừng quá .,0
"đánh thương_tật chấp được . răn_đe đúng . hồi hư bố bắt nằm đánh , đau sợ , dám hư nữa . 16 bố bắt tập học thuốc bạn , 1 trận đời , bao hút nữa . chiều coi_chừng hư ; cứng_rắn tốt ; đánh thương_tật hoàn_toàn sai !",0
"y phim hành_động , thật !",0
to,0
"đấy cửa ly dính ngay , toàn mười mấy dương đòi ly 6 xong thả ly mấy thực_hiện tốt .",0
"phân_biệt ràng hàng lừa ngân_hàng lừa . trường_hợp chứng minh nhân dân giả chứng minh nhân dân chủ đi hồ_sơ ngân_hàng lừa hàng lừa . trường_hợp hàng lộ thông_tin , mã otp ... để rút_tiền hàng lừa .",0
xây cầu cát_lái đã .,0
"đứng đầu quốc_gia giàu nhất , tổng_thống trump , nhiễm .",0
tiền mua xe hàn xài ôm xe đức nuôi xe . - mua xe hàn tập đi 1-2 đổi xe nhật . - tập xe hàn quen lái đã . - đổi xe nhật rành xe .,0
"hồ ao ruộng bắt cá ,",0
đi nửa hài ẻm kona 2.0 chạy bốc tiếp kiệm xăng,0
đề_nghị quyền li vô_dụng vô_tâm cháu bạo_hành nữa . quân thương giúp cháu đi ! cháu tương_lai đẹp bố_mẹ cháu .,1
"dòng xe hàn ngon đặc_biệt dân tôn tinh_thần dân_tộc , xe đức đánh_bại xe nc được tt họ . việt_nam đất nc nghèo , phát_triển tâm_lí khoe_khoang , hàng thương_hiệu ( trung_quốc ) , việt nam dần phát_triển được sp dân hào chắn ủng_hộ thôi .",0
moon ngắn bổ_ích . phát_âm chuẩn . xét 1 chút.tôi đi edge đảm_bảo âm . hình phát_âm âm d edge . ngữ_cảnh được . kỹ âm xứ âm d đó . âm d nhẹ 1 ngừng em ʒ . phiên_âm edge edʒ ej . mặc kỹ âm d câm giữa . phụ_âm kép phụ_âm âm tiếng tiếng châu_âu quan_trọng biệt dấu tiếng việt vậy .,0
"kg bánh_trung_thu lớn . biếu hộp chồng chả ăn , mốc_meo ra . tiền triệu mua hình_thức kg.mỗi ý . chúc trung_thu vui_vẻ .",0
đỉnh . tài_năng đâu . chúc_mừng em .,0
barca_schalke 1 chút,0
bá_đạo,0
"em xe quất . xưa chồng em không em đổi 3 xe t4 em không em quyêt vay_mượn đổi xe mới . xe cũ 9 đi thời_gian không hỏng hỏng kia . i10 đi thoải_mái lắm bác , giá tiền",0
tết vất_vả bến kia,0
""" nếu tái_ngộ bayern , lionel_messi đồng_đội hội đòi món nợ thua 2-8 tứ_kết mùa trước "" tôi nghi_ngờ đó ! nợ nên !",1
"buồn nhỉ , gái tín_nhiệm . buồn này , tài_năng , xinh_đẹp , tiền yêu thích .",0
